dog_type,O,C,E,A,N
Balanced All-Rounder,3.1367466473992307,1.0,2.6389907767474305,5.0,2.7693383333602917
Balanced All-Rounder,4.103217572053659,4.441942401952601,3.218963915855975,2.1581783681318476,1.0
Balanced All-Rounder,3.6841632086089544,2.185243997176452,3.176150451887692,1.7501796604106359,2.7347624595297977
Balanced All-Rounder,3.033719054901053,3.268593581044298,1.8851778126475858,4.196910948761352,2.403105215268029
Balanced All-Rounder,1.325530539546755,2.8909765800365363,3.0343753090264602,3.1605894331717597,4.362132403685079
Balanced All-Rounder,2.7635511632641405,2.8803803756312285,1.8968156187669065,3.820553502887897,3.1843090640781035
Balanced All-Rounder,2.579972272705837,1.0953253065345363,4.4444121950550874,1.7723200355439428,2.408721990630294
Balanced All-Rounder,3.358344511076003,1.8034420713833135,1.5064902217468565,1.0,3.7209969529056357
Balanced All-Rounder,2.4548137552736784,5.0,2.0056449343691267,2.0785489765710787,2.4346070297145985
Balanced All-Rounder,3.243134655138489,2.5297966612146885,3.612332214002512,2.0214116100113455,1.618408281536419
Balanced All-Rounder,1.2017852605908925,1.0,2.481930980524943,2.699019687606778,2.3685629725168167
Balanced All-Rounder,4.243405797187162,4.228030209608135,2.665197012555498,1.206078886808037,2.4332948919449473
Balanced All-Rounder,2.4001786060829384,2.3428650377219418,2.3022810961017552,2.3465371042751926,2.6134583841022403
Balanced All-Rounder,2.3644589011844435,3.208322508625592,3.360368715904861,2.08935491281751,4.271065326007033
Balanced All-Rounder,2.019937698159386,1.3821993861846629,3.380778071365052,2.1825918655856604,3.321291470757388
Balanced All-Rounder,1.0,4.3924559414830675,3.672293408040402,1.4995234508369983,1.5212228761537143
Balanced All-Rounder,4.672265904097528,2.262620096502041,2.165815151267376,1.0,2.649221794398446
Balanced All-Rounder,2.772280385164247,3.7154930967694852,1.6009215718155245,1.4797132077593904,3.450962634776477
Balanced All-Rounder,4.006730071227064,1.428847648882117,4.081514086299741,3.0375418414868216,4.091805339074646
Balanced All-Rounder,2.9297796384823833,1.0,2.848032617683961,4.0601438186712695,2.1062539809162857
Balanced All-Rounder,2.6120350310925478,2.8238664964490217,1.0,4.671347575437476,2.0986243201028256
Balanced All-Rounder,3.505735432472799,2.913298863851791,4.25761905635936,3.406056122428081,2.7650757284790255
Balanced All-Rounder,2.10648490748072,3.797850701382139,1.1265586960453833,3.6458904202758924,1.9009552484451273
Balanced All-Rounder,4.25228366195664,3.1612995426626953,3.644123767850109,3.0819888138247196,1.2476229048590033
Balanced All-Rounder,2.1392708366046618,3.6723893376113823,3.166655817359844,4.1809899053056725,3.4032745630371717
Balanced All-Rounder,2.0332981092973403,2.203935862279366,3.102917390523237,1.0,4.673441885622985
Balanced All-Rounder,3.4417467363775573,4.227034597048872,1.419396059190831,4.244565160355256,5.0
Balanced All-Rounder,1.6791216446226824,3.771401794903767,3.0011099446872933,1.455566151751756,3.4928839718518696
Balanced All-Rounder,3.8336032048373485,2.398873447331153,4.165916520255223,1.3332365932108023,1.5052438535503558
Balanced All-Rounder,3.1365973955887525,3.025385277972272,2.283426511575895,3.809594435971886,3.5308943142159492
Balanced All-Rounder,3.858139070934016,2.8768635646477323,3.602580267978341,2.5543496969700055,5.0
Balanced All-Rounder,2.187454229878014,5.0,3.0348879470894086,1.6244891104312573,4.3680793504886015
Balanced All-Rounder,3.125901388394959,3.8511240983802377,4.2238559185425935,3.3379555541450254,2.4077591551871853
Balanced All-Rounder,3.9757133776692504,3.0007555074545955,3.6858578186084188,1.0,3.446981717009852
Balanced All-Rounder,2.36141417485497,4.6533096371785305,3.6230873478890953,3.2398577458492968,3.4863099933502215
Balanced All-Rounder,2.001559147123282,4.623256690528054,4.9913704184169045,3.392913510548216,4.590403568573638
Balanced All-Rounder,2.4308518013274663,2.2028864337750194,3.040924748728923,3.4349410383678984,2.6060133187568795
Balanced All-Rounder,3.537768190368484,3.306389482073414,2.001693224708945,3.5187930174517215,3.863528242521521
Balanced All-Rounder,3.171469317590391,4.152648103261693,1.782596206503048,3.467950422131852,1.8297192936032252
